Unnamed: 0,Timestamp,Paper ID (from shared sheet),Paper Title,Paper Year,Paper Available,Paper in English,Does the paper have at least 1 current OpenML Core Member as co-author?,"If yes, which Core Members?",Does the paper use datasets from OpenML?,"If unclear, one sentence explanation?","Does the paper use a collection (at least 2 or more) of datasets that are defined by OpenML designated to do benchmarking (e.g., openml benchmarking suites)?","If yes, which benchmark suites?","Does the paper use OpenML experiment data (i.e., utilise results from runs)? ","if yes: short (e.g., 1 sentence) explanation: how does it use this data?",Does the paper upload datasets to OpenML?,"If yes, which dataset?",Does the paper upload experiment data to OpenML?,"if yes: short (e.g., 1 sentence) explanation: what type of experiments?",Does the paper interact in any other way with OpenML?,"if yes: short (e.g., 1 sentence) explanation how?",Star it as some cool project to be showcased in our paper?,"If yes, please motivate your answer",Optional short description,"Is the paper a thesis (Bachelor's, Master's, or PhD)?"
605,2025-02-14 15:49:29,155,Challenges and opportunities of generative models on tabular data,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
606,2025-02-14 15:50:34,1593,Interpretable machine learning for time-to-event prediction in medicine and healthcare,2025.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
607,2025-02-14 15:51:32,1234,Application of machine learning for fleet-based condition monitoring of ball screw drives in machine tools,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
608,2025-02-14 15:52:09,1535,How data scientistswork together with domain experts in scientific collaborations: To find the right answer or to ask the right question?,2019.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,No
609,2025-02-14 15:52:55,1709,Open graph benchmark: Datasets for machine learning on graphs,2020.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,No
610,2025-02-14 15:53:29,573,On efficiently explaining graph-based classifiers,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
611,2025-02-14 15:54:21,324,OpenML: a networked science platform for machine learning,2015.0,Yes,Yes,Yes,"Main, it is an extended abstract of the first openml paper",No,,No,,No,,No,,No,,No,,No,,,No
612,2025-02-14 15:55:04,1344,LBC: Language-Based-Classifier for Out-Of-Variable Generalization,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
613,2025-02-14 15:55:44,290,Distributed hybrid quantum-classical performance prediction for hyperparameter optimization,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
614,2025-02-14 15:57:10,1324,Position: Why we must rethink empirical research in machine learning,2024.0,Yes,Yes,Yes,"Matthias Feurer,Bernd Bischl,Marcel Wever,Giuseppe Casalicchio",No,,No,,No,,No,,No,,No,,No,,,No
615,2025-02-14 15:57:52,282,Hyper-tune: Towards efficient hyper-parameter tuning at scale,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
616,2025-02-14 15:58:58,1050,Meta-Learning: A Survey,2018.0,Yes,Yes,Yes,Joaquin Vanschoren,No,,No,,No,,No,,No,,No,,No,,,No
617,2025-02-14 16:00:18,1653,Distributed Genetic Algorithm for Feature Selection,2024.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,Paper without in-text citation but only a reference of OpenML,No
618,2025-02-14 16:01:04,1186,Multi-fidelity optimization method with asynchronous generalized island model for automl,2022.0,Yes,Yes,Yes,Joaquin Vanschoren,Yes,,No,,No,,No,,No,,No,,No,,,No
619,2025-02-14 16:02:11,957,Precision-recall-gain curves: PR analysis done right,2015.0,Yes,Yes,No,,Yes,,No,,Yes,,No,,No,,No,,No,,,No
620,2025-02-14 16:02:46,986,Basis Function Encoding of Numerical Features in Factorization Machines for Improved Accuracy,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
621,2025-02-14 16:04:15,653,"Check for GNN-DES: A New End-to-End Dynamic Ensemble Selection Method Based on Multi-label Graph Neural Network Mariana de Araujo Souza¹ (), Robert&nbsp;…",2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
622,2025-02-15 13:56:36,1291,Design and implementation of a python evaluation engine for OpenML,2022.0,Yes,Yes,No,,No,,No,,Yes,Creating a python evaluation engine (evaluating the results of runs),No,,No,,No,,No,,,Yes
623,2025-02-15 14:01:29,967,Differentially-Private Data Synthetisation for Efficient Re-Identification Risk Control,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
624,2025-02-15 14:09:31,739,Naive automated machine learning,2023.0,Yes,Yes,Yes,Marcel Wever,Yes,,Yes,AutoML Benchmark All Classification,No,,No,,No,,No,,No,,,No
625,2025-02-15 14:12:50,696,Games for Interpretability and Fairness,2020.0,Yes,Yes,No,,No,,No,,No,,No,,No,,Yes,"Mentions OpenML in context of a platform that promotes fairness, transparency, and accountability.",No,,,No
626,2025-02-15 14:15:58,184,Hypothesis perturbation for active learning,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
627,2025-02-15 14:17:19,1210,CDACI: concept drift detection and adaptation to classify imbalanced data streams,2018.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
628,2025-02-15 14:19:03,54,Gaga: Deciphering age-path of generalized self-paced regularizer,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
629,2025-02-15 14:22:07,410,Recombination suppression and evolutionary strata around mating-type loci in fungi: documenting patterns and understanding evolutionary and mechanistic&nbsp;…,2021.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,No mention of anything OpenML-related at all!,No
630,2025-02-15 14:24:34,1715,"Parallel Lexing, Parsing and Semantic Analysis on the GPU",2021.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,No mention of anything Openml-related at all!,Yes
631,2025-02-15 14:32:06,1321,EasyMl: An AutoMl System Using Meta Learning and Particle Swarm Optimization,2023.0,Yes,Yes,No,,Yes,,No,,Yes,,No,,No,,Yes,It collects tasks (besides datasets and runs),No,,,Yes
632,2025-02-15 14:38:34,145,Proactively screening machine learning pipelines with arguseyes,2023.0,Yes,Yes,No,,Unclear,It uploaded datasets at https://github.com/amsterdata/arguseyes-demo/tree/main/datasets/income. Unsure if they're from OpenML,No,,No,,No,,No,,Yes,It creates a Scikit-learn pipeline inspired on a flow defined at OpenML.,No,,,No
633,2025-02-15 14:42:13,866,Algorithm selection and configuration for Nois Intermediate Scale Quantum methods for industrial applications,2023.0,Yes,Yes,No,,Yes,,Yes,OpenML-CC18,No,,No,,No,,Yes,It uses OpenML tasks,No,,,Yes
634,2025-02-15 14:43:49,48,Dimension reduction forests: local variable importance using structured random forests,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
635,2025-02-15 14:47:03,359,Multimodal AutoML on Tables with Text Fields,2021.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,"Unfinished paper. Lists OpenML in the references, without citing it.",No
636,2025-02-15 14:48:02,569,Machine learning for probabilistic prediction,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,Yes
637,2025-02-15 14:49:17,980,Learning on a Stream of Features with Random Forest.,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
638,2025-02-15 14:51:38,30,"Orometry, Intrinsic Dimensionality and Learning: Novel Insights into Network Data",2023.0,Yes,Yes,No,,Yes,,Yes,OpenML-CC18,No,,No,,No,,No,,No,,,Yes
639,2025-02-15 14:55:54,830,Automatic Data Cleaning,2018.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,Unclear,Unclear if it's indeed used to clean up OpenML dataset metadata,No,,,Yes
640,2025-02-15 14:56:55,437,Interpretable differencing of machine learning models,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
641,2025-02-15 14:59:32,1076,A comparative evaluation of outlier detection algorithms: Experiments and analyses,2018.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"Quite some citations (500), but only uses some OpenML datasets.",No
642,2025-02-17 10:04:18,1101,MetaQuRe: Meta-learning from Model Quality and Resource Consumption,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
643,2025-02-17 10:06:06,1467,A Review of Machine Learning Ontologies,2021.0,paywall,,,,,,,,,,,,,,,,,,,
644,2025-02-17 10:07:21,1467,Towards automated imbalanced learning with deep hierarchical reinforcement learning,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
645,2025-02-17 10:11:36,443,Selectively Contextual Bandits,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
646,2025-02-17 10:14:23,1472,Multilabel classification with R package mlr,2017.0,Yes,Yes,Yes,"GC, BB",Yes,,No,,No,,Yes,,No,,No,,No,,,No
647,2025-02-17 10:16:11,677,Towards provable network traffic measurement and analysis via semi-labeled trace datasets,2018.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,No
648,2025-02-17 10:18:49,740,Multi-objective parameter configuration of machine learning algorithms using model-based optimization,2016.0,Yes,Yes,Yes,BB,Yes,,No,,No,,No,,No,,No,,No,,,No
649,2025-02-17 10:20:43,5,Counterfactuals: an R package for counterfactual explanation methods,2023.0,Yes,Yes,Yes,"BB, GC",Yes,,No,,No,,No,,No,,No,,No,,,No
650,2025-02-17 10:22:02,979,Sequential datum–wise feature acquisition and classifier selection,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
651,2025-02-17 10:23:30,589,Faster hyperparameter optimization via finding minimal regions in random forest regressor,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
652,2025-02-17 10:26:36,49,"Health Data Analytics: Current Perspectives, Challenges, and Future Directions",2020.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,No
653,2025-02-17 10:27:51,497,A novel nonparametric feature selection approach based on mutual information transfer network,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
654,2025-02-17 10:29:01,810,One line to rule them all: Generating lo-shot soft-label prototypes,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
655,2025-02-17 10:36:17,1533,Scalable and privacy preserving AI in federated environments,2021.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,Yes
656,2025-02-17 10:39:59,669,TAEGAN: Generating Synthetic Tabular Data For Data Augmentation,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
657,2025-02-17 10:41:38,480,Hiyerarşik Bölücü Kümeleme ile Çok Sınıflı Sınıflandırma Performansının Geliştirilmesi: Kümeleme Algoritmaları Üzerine Karşılaştırmalı Bir Analiz,2024.0,Yes,No,,,,,,,,,,,,,,,,,,
658,2025-02-17 10:43:02,1100,Shallow decision trees for explainable k-means clustering,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
659,2025-02-17 10:44:28,470,A comprehensive empirical comparison of hubness reduction in high-dimensional spaces,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
660,2025-02-17 10:46:37,790,Hyperparameter importance of quantum neural networks across small datasets,2022.0,Yes,Yes,Yes,JvR,Yes,,Yes,CC-18,No,,No,,No,,No,,No,,,No
661,2025-02-17 10:47:53,1092,Feature selection for classification with QAOA,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
662,2025-02-17 13:54:14,850,"Deep Learning Through A Telescoping Lens: A Simple Model Provides Empirical Insights On Grokking, Gradient Boosting &amp; Beyond",2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
663,2025-02-17 14:01:12,713,"Hyperparameter optimization: Foundations, algorithms, best practices, and open challenges",2021.0,Yes,Yes,Yes,Bernd,Yes,,Yes,HPO-B,No,,No,,Unclear,,No,,No,,,No
664,2025-02-17 14:04:06,100,DivBO: diversity-aware CASH for ensemble learning,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
665,2025-02-17 14:05:50,162,Can a Single Tree Outperform an Entire Forest?,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
666,2025-02-17 14:11:16,521,Optimal resource allocation for early stopping-based neural architecture search methods,2023.0,Yes,Yes,No,,No,They point to another paper that used OpenML datasets and mention that the other paper uses OpenML datasets,No,,No,,No,,No,,No,,No,,,No
667,2025-02-17 14:12:55,167,"KGLiDS: A Platform for Semantic Abstraction, Linking, and Automation of Data Science",2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
668,2025-02-17 14:14:28,1599,PnT: Born-again tree-based model via fused decision path encoding,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
669,2025-02-17 14:26:12,776,Automatic gradient boosting,2018.0,Yes,Yes,Yes,Bernd,No,,No,,No,,No,,No,,No,,No,,,No
670,2025-02-17 14:29:13,341,TRBoost: a generic gradient boosting machine based on trust-region method,2023.0,Yes,Yes,Yes,,Yes,,No,,No,,No,,No,,No,,No,,,Yes
671,2025-02-17 14:36:11,1166,InterpreTabNet: Enhancing Interpretability of Tabular Data Using Deep Generative Models and Large Language Models,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
672,2025-02-17 14:39:44,1611,Explainable model-specific algorithm selection for multi-label classification,2022.0,Yes,Yes,No,,Unclear,They mention OpenML but unclear how it was used.,No,,No,,No,,No,,No,,No,,,No
673,2025-02-17 14:44:32,1565,Characterization of automated machine learning fitness landscapes,2023.0,Yes,Yes,No,,Yes,,Yes,"CC-18, OpenML100",No,,No,,No,,No,,No,,,Yes
674,2025-02-17 14:51:50,339,Beyond importance scores: Interpreting tabular ML by visualizing feature semantics,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
675,2025-02-17 14:53:09,101,Fuzzy rough assisted missing value imputation and feature selection,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
676,2025-02-17 14:54:59,1088,Sharing taxonomic expertise between natural history collections using image recognition,2022.0,Yes,Yes,No,,No,They just mention it would be nice to use OpenML,No,,No,,No,,No,,No,,No,,,No
677,2025-02-17 15:05:27,543,Characterising surface roughness of Ti-6Al-4V alloy machined using coated and uncoated carbide tools with variable nose radius by machine learning,2023.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,No
678,2025-02-17 15:07:57,1598,A Formal Model for Artificial Intelligence Applications in Automation Systems,2024.0,Yes,Yes,No,,No,They mention OpenML,No,,No,,No,,No,,No,,No,,,No
679,2025-02-17 15:10:34,1019,Technological Forecasting of Emerging Technologies,2021.0,Yes,Yes,No,,No,They cite OpenML for 'crossvalidation'????,No,,No,,No,,No,,No,,No,,,Yes
680,2025-02-17 15:22:06,146,Optimizing machine learning workloads in collaborative environments,2020.0,Yes,Yes,No,,Yes,,No,,Yes,"They used tasks, and obtained the runs from it. And then used runs",No,,No,,Yes,"They used tasks, and obtained the runs from it. And then used runs",No,,,No
681,2025-02-17 15:25:09,140,Data Preprocessing Strategies in Imbalanced Data Classification,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,Yes
682,2025-02-17 15:26:24,1066,Regularization Cocktails for Tabular Datasets,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
683,,1476,LCDB 1.0: An extensive learning curves database for classification tasks,2023.0,Yes,Yes,Yes,Jan van Rijn,Yes,,Unclear,"No specific mention of collections, but ""large majority of these datasets was already used in AutoML [9] or is part of
published benchmarks [13]""",No,,No,,No,,No,,,,,No
684,,1042,Enhanced Machine-Learning Flow for Microwave-Sensing Systems for Contaminant Detection in Food,2024.0,No,Yes,No,,Unclear,,Unclear,,No,,Yes,,No,,No,,,,Later version of https://ieeexplore.ieee.org/abstract/document/10291198/,No
685,,175,Reinforcement learning for bandits with continuous actions and large context spaces,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
686,,844,Neural Learning With Recoil Behavior in Hyperellipsoidal Structure,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
687,,379,"Data vs classifiers, who wins?",2021.0,Yes,Yes,No,,Yes,,Yes,CC18,No,,No,,No,,No,,,,,No
688,,658,The information retrieval experiment platform,2023.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
689,,1012,Risk minimization from adaptively collected data: Guarantees for supervised and policy learning,2021.0,Yes,Yes,No,,Yes,,Yes,CC18,No,,No,,No,,No,,,,,No
690,,652,Distributions-free Martingales Test Distributions-shift,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
691,,1202,Automatic features generation and selection from external sources: a DBpedia use case,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
692,,3,A study of the correlation of metafeatures used for metalearning,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
693,,981,Fast bayesian optimization of machine learning hyperparameters on large datasets,2017.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
694,,203,Non-mercer large scale multiclass least squares minimal complexity machines,2018.0,No,Yes,No,,,,,,No,,No,,No,,No,,,,,No
695,,78,A genetic programming encoder for increasing autoencoder interpretability,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
696,,838,Distribution embedding networks for generalization from a diverse set of classification tasks,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
697,,906,Towards interaction detection using topological analysis on neural networks,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
698,,913,Multi-objective counterfactual explanations,2020.0,Yes,Yes,Yes,Bernd Bischl,Yes,,No,,No,,No,,No,,No,,,,,No
699,,1314,Optimizing recommendations for clustering algorithms using meta-learning,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
700,,1431,Open data science,2018.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
701,,200,SoilKsatDB: global soil saturated hydraulic conductivity measurements for geoscience applications,2021.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
702,,417,Condition-based maintenance of naval propulsion systems: Data analysis with minimal feedback,2018.0,Yes,Yes,No,,No,,No,,No,,Yes,,No,,No,,,,,No
703,,1322,Practical transfer learning for bayesian optimization,2022.0,Yes,Yes,Yes,Matthias Feurer,Yes,,No,,Yes,Uses the data from Kühn et al. that is also available on OpenML,No,,No,,No,,,,,No
704,,317,A novel evaluation methodology for supervised Feature Ranking algorithms,2022.0,Yes,Yes,No,,Yes,,Yes,CC18,No,,No,,No,,No,,,,,Yes
705,,1531,Automated Machine Learning under Resource Constraints,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,Yes
706,,1490,Marvin: An open machine learning corpus and environment for automated machine learning primitive annotation and execution,2018.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
707,,178,Looking at Deep Learning Phenomena Through a Telescoping Lens,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
708,,424,Vers une aide intelligible à l'analyse prédictive,2024.0,Yes,No,No,,Yes,,No,,Yes,(French) Section 3.3.3: analysis of diversity of analysis workflows,No,,No,,No,,,,,Yes
709,,750,"Automated machine learning: past, present and future",2024.0,Yes,Yes,Yes,Jan van Rijn,No,,No,,No,,No,,No,,No,,,,,No
710,,181,Feature Selection for Performance Estimation of Machine Learning Workflows,2023.0,No,Yes,No,,,,,,No,,No,,No,,No,,,,,No
711,,688,AL: autogenerating supervised learning programs,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
712,,1485,Improving the genetic bee colony optimization algorithm for efficient gene selection in microarray data,2018.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
713,,1416,How large language models will disrupt data management,2023.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
714,,1433,A Regression-like Classification System for Geometric Semantic Genetic Programming.,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
715,,473,Chacha for online automl,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
716,,1623,Producing diverse rashomon sets of counterfactual explanations with niching particle swarm optimization algorithms,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
717,,493,Cracking black-box models: Revealing hidden machine learning techniques behind their predictions,2024.0,Yes,Yes,No,,Yes,,Yes,,No,,No,,No,,No,,,,,No
718,,703,Does feature selection improve classification? A large scale experiment in OpenML,2016.0,Yes,Yes,Yes,Jan van Rijn,Yes,,No,,No,,No,,Yes,Experiments on performance improvements of feature selection techniques: https://www.openml.org/search?type=study&study_type=run&id=15&sort=runs_included,No,,,,,No
719,,403,Can satellites predict yield? Ensemble machine learning and statistical analysis of Sentinel-2 imagery for processing tomato yield prediction,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
720,,1610,Automated machine learning with dynamic ensemble selection,2023.0,Yes,Yes,No,,Yes,,Yes,AutoML,No,,Unclear,"""The partitioned datasets can be found in
the OpenML repository [44]""",No,,No,,,,,No
721,,737,Performing reproductions to understand the state of reproducibility in current AI research,2018.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,Yes
722,,706,DOFEN: Deep Oblivious Forest ENsemble,2024.0,Yes,Yes,No,,Yes,,Yes,CC18,No,,No,,No,,Yes,Uses OpenML tasks,,,,No
723,,681,A survey of deep meta-learning,2021.0,Yes,Yes,Yes,Jan van Rijn,No,,No,,No,,No,,No,,No,,,,,No
724,,1698,A dynamic multiple classifier system using graph neural network for high dimensional overlapped data,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,Yes,Uses pre-existing partitions from OpenML,,,,No
725,,170,Genetic programming for imputation predictor selection and ranking in symbolic regression with high-dimensional incomplete data,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
